Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Corona, CA",20, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"San Diego, CA",20, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Center Line, MI",20, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"The Bronx, NY",20, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Silver Spring, MD",19, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Houston, TX",18, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Washington, D.C., DC",18, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Flushing, NY",18, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Hemet, CA",18, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Miami, FL",17, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Bradenton, FL",16, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Norcross, GA",16, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Columbia, MD",16, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Hampstead, MD",15, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Bridgeport, CT",15, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Fort Wayne, IN",15, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Sarasota, FL",15, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Minneapolis, MN",14, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Arlington, TX",13, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Fontana, CA",13, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Canton, GA",13, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Auburn, WA",13, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"Hollywood, FL",13, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
"St. Petersburg, FL",13, No problems detected ,9.34%,3.63%,Thu 21 Mar 2019 11:54:55,Frontier,Is the service down,4.80%,71.34%,5.71%,5.19%
